,agency_code,career_cluster,num_concentrators,Title I Served School,District Name,cte_count
23754,950336,MRKT,8,0,Watauga County Schools,10
23755,950336,STEM,2,0,Watauga County Schools,10
23756,950336,TRAN,8,0,Watauga County Schools,10
23801,960324,AGNR,26,0,Wayne County Public Schools,8
23802,960324,ARCH,18,0,Wayne County Public Schools,8
23803,960324,HLTH,24,0,Wayne County Public Schools,8
23804,960324,HOSP,14,0,Wayne County Public Schools,8
23805,960324,HUMA,52,0,Wayne County Public Schools,8
23806,960324,INFO,2,0,Wayne County Public Schools,8
23807,960324,STEM,26,0,Wayne County Public Schools,8
23808,960324,TRAN,25,0,Wayne County Public Schools,8
23849,960330,AAVC,5,0,Wayne County Public Schools,7
23850,960330,AGNR,17,0,Wayne County Public Schools,7
23851,960330,ARCH,9,0,Wayne County Public Schools,7
23852,960330,HLTH,21,0,Wayne County Public Schools,7
23853,960330,HOSP,9,0,Wayne County Public Schools,7
23854,960330,HUMA,51,0,Wayne County Public Schools,7
23855,960330,TRAN,11,0,Wayne County Public Schools,7
23885,960335,ARCH,3,0,Wayne County Public Schools,5
23886,960335,HLTH,8,0,Wayne County Public Schools,5
23887,960335,HUMA,2,0,Wayne County Public Schools,5
23888,960335,LAW,3,0,Wayne County Public Schools,5
23889,960335,MANU,3,0,Wayne County Public Schools,5
23922,960372,AGNR,13,0,Wayne County Public Schools,3
23923,960372,HLTH,7,0,Wayne County Public Schools,3
23924,960372,HUMA,26,0,Wayne County Public Schools,3
23956,960380,AGNR,23,0,Wayne County Public Schools,6
23957,960380,ARCH,48,0,Wayne County Public Schools,6
23958,960380,HLTH,5,0,Wayne County Public Schools,6
23959,960380,HUMA,57,0,Wayne County Public Schools,6
23960,960380,LAW,17,0,Wayne County Public Schools,6
23961,960380,TRAN,24,0,Wayne County Public Schools,6
23993,960386,AGNR,38,0,Wayne County Public Schools,4
23994,960386,BMA,2,0,Wayne County Public Schools,4
23995,960386,HLTH,17,0,Wayne County Public Schools,4
23996,960386,HUMA,6,0,Wayne County Public Schools,4
24014,960700,AAVC,3,0,Wayne County Public Schools,6
24015,960700,ARCH,1,0,Wayne County Public Schools,6
24016,960700,BMA,3,0,Wayne County Public Schools,6
24017,960700,HLTH,1,0,Wayne County Public Schools,6
24018,960700,INFO,1,0,Wayne County Public Schools,6
24019,960700,STEM,32,0,Wayne County Public Schools,6
24050,970320,AGNR,8,0,Wilkes County Schools,7
24051,970320,EDUC,5,0,Wilkes County Schools,7
24052,970320,HLTH,17,0,Wilkes County Schools,7
24053,970320,HUMA,17,0,Wilkes County Schools,7
24054,970320,INFO,2,0,Wilkes County Schools,7
24055,970320,LAW,1,0,Wilkes County Schools,7
24056,970320,STEM,8,0,Wilkes County Schools,7
24094,970356,AAVC,4,0,Wilkes County Schools,9
24095,970356,AGNR,22,0,Wilkes County Schools,9
24096,970356,ARCH,23,0,Wilkes County Schools,9
24097,970356,BMA,1,0,Wilkes County Schools,9
24098,970356,HLTH,25,0,Wilkes County Schools,9
24099,970356,HUMA,32,0,Wilkes County Schools,9
24100,970356,INFO,6,0,Wilkes County Schools,9
24101,970356,LAW,9,0,Wilkes County Schools,9
24102,970356,STEM,7,0,Wilkes County Schools,9
24146,970388,AAVC,12,0,Wilkes County Schools,9
24147,970388,AGNR,26,0,Wilkes County Schools,9
24148,970388,ARCH,3,0,Wilkes County Schools,9
24149,970388,BMA,2,0,Wilkes County Schools,9
24150,970388,HLTH,25,0,Wilkes County Schools,9
24151,970388,HUMA,15,0,Wilkes County Schools,9
24152,970388,LAW,9,0,Wilkes County Schools,9
24153,970388,MANU,1,0,Wilkes County Schools,9
24154,970388,STEM,20,0,Wilkes County Schools,9
24196,970390,AAVC,23,0,Wilkes County Schools,10
24197,970390,AGNR,12,0,Wilkes County Schools,10
24198,970390,ARCH,20,0,Wilkes County Schools,10
24199,970390,BMA,1,0,Wilkes County Schools,10
24200,970390,EDUC,3,0,Wilkes County Schools,10
24201,970390,HLTH,26,0,Wilkes County Schools,10
24202,970390,HOSP,8,0,Wilkes County Schools,10
24203,970390,HUMA,7,0,Wilkes County Schools,10
24204,970390,LAW,2,0,Wilkes County Schools,10
24205,970390,STEM,28,0,Wilkes County Schools,10
24228,970393,BMA,2,0,Wilkes County Schools,3
24229,970393,INFO,1,0,Wilkes County Schools,3
24230,970393,LAW,6,0,Wilkes County Schools,3
24269,980318,AGNR,4,0,Wilson County Schools,7
24270,980318,ARCH,4,0,Wilson County Schools,7
24271,980318,HLTH,6,0,Wilson County Schools,7
24272,980318,HUMA,22,0,Wilson County Schools,7
24273,980318,INFO,4,0,Wilson County Schools,7
24274,980318,LAW,12,0,Wilson County Schools,7
24275,980318,TRAN,4,0,Wilson County Schools,7
24308,980336,ARCH,8,0,Wilson County Schools,7
24309,980336,BMA,8,0,Wilson County Schools,7
24310,980336,HLTH,42,0,Wilson County Schools,7
24311,980336,HUMA,63,0,Wilson County Schools,7
24312,980336,INFO,8,0,Wilson County Schools,7
24313,980336,LAW,19,0,Wilson County Schools,7
24314,980336,STEM,6,0,Wilson County Schools,7
24354,980342,AAVC,14,0,Wilson County Schools,7
24355,980342,AGNR,49,0,Wilson County Schools,7
24356,980342,ARCH,5,0,Wilson County Schools,7
24357,980342,HLTH,11,0,Wilson County Schools,7
24358,980342,HOSP,12,0,Wilson County Schools,7
24359,980342,HUMA,26,0,Wilson County Schools,7
24360,980342,STEM,3,0,Wilson County Schools,7
24402,990322,AAVC,11,0,Yadkin County Schools,9
24403,990322,AGNR,11,0,Yadkin County Schools,9
24404,990322,ARCH,30,0,Yadkin County Schools,9
24405,990322,HLTH,19,0,Yadkin County Schools,9
24406,990322,HUMA,13,0,Yadkin County Schools,9
24407,990322,LAW,1,0,Yadkin County Schools,9
24408,990322,MANU,11,0,Yadkin County Schools,9
24409,990322,STEM,12,0,Yadkin County Schools,9
24410,990322,TRAN,4,0,Yadkin County Schools,9
24449,990326,AAVC,12,0,Yadkin County Schools,9
24450,990326,AGNR,12,0,Yadkin County Schools,9
24451,990326,ARCH,29,0,Yadkin County Schools,9
24452,990326,HLTH,20,0,Yadkin County Schools,9
24453,990326,HOSP,12,0,Yadkin County Schools,9
24454,990326,HUMA,7,0,Yadkin County Schools,9
24455,990326,INFO,1,0,Yadkin County Schools,9
24456,990326,LAW,1,0,Yadkin County Schools,9
24457,990326,STEM,8,0,Yadkin County Schools,9
24473,990332,BMA,4,0,Yadkin County Schools,7
24474,990332,HUMA,1,0,Yadkin County Schools,7
24475,990332,INFO,1,0,Yadkin County Schools,7
24476,990332,LAW,2,0,Yadkin County Schools,7
24477,990332,MANU,1,0,Yadkin County Schools,7
24478,990332,STEM,1,0,Yadkin County Schools,7
24479,990332,TRAN,1,0,Yadkin County Schools,7
24521,995330,AAVC,3,0,Yancey County Schools,8
24522,995330,AGNR,12,0,Yancey County Schools,8
24523,995330,ARCH,32,0,Yancey County Schools,8
24524,995330,HLTH,16,0,Yancey County Schools,8
24525,995330,HUMA,34,0,Yancey County Schools,8
24526,995330,MANU,13,0,Yancey County Schools,8
24527,995330,STEM,1,0,Yancey County Schools,8
24528,995330,TRAN,2,0,Yancey County Schools,8
24579,150350,AGNR,2,0,Camden County Schools,4
24580,150350,INFO,1,0,Camden County Schools,4
24581,150350,LAW,2,0,Camden County Schools,4
24582,150350,MANU,1,0,Camden County Schools,4
24631,360372,TRAN,1,1,Gaston County Schools,1
24667,390323,BMA,1,0,Granville County Schools,1
24697,390352,AGNR,21,0,Granville County Schools,4
24698,390352,ARCH,29,0,Granville County Schools,4
24699,390352,BMA,6,0,Granville County Schools,4
24700,390352,HLTH,23,0,Granville County Schools,4
24750,460322,HLTH,1,1,Hertford County Schools,3
24751,460322,INFO,1,1,Hertford County Schools,3
24752,460322,MANU,2,1,Hertford County Schools,3
24784,600404,ARCH,2,0,Charlotte-Mecklenburg Schools,4
24785,600404,BMA,3,0,Charlotte-Mecklenburg Schools,4
24786,600404,INFO,1,0,Charlotte-Mecklenburg Schools,4
24787,600404,STEM,1,0,Charlotte-Mecklenburg Schools,4
24830,600482,AAVC,28,0,Charlotte-Mecklenburg Schools,3
24831,600482,LAW,1,0,Charlotte-Mecklenburg Schools,3
24832,600482,MRKT,17,0,Charlotte-Mecklenburg Schools,3
24864,600499,HOSP,1,0,Charlotte-Mecklenburg Schools,1
24883,60I000,MANU,1,0,Charter Schools,2
24884,60I000,STEM,2,0,Charter Schools,2
24914,630330,HLTH,1,0,Moore County Schools,1
25006,920386,HOSP,1,0,Wake County Schools,2
25007,920386,INFO,1,0,Wake County Schools,2
25049,00A000,EDUC,1,1,Charter Schools,1
25056,010378,AGNR,1,0,Alamance-Burlington Schools,1
25059,040304,MANU,2,0,Anson County Schools,1
25068,110322,EDUC,1,0,Buncombe County Schools,2
25069,110322,HUMA,1,0,Buncombe County Schools,2
25077,110500,INFO,9,0,Buncombe County Schools,2
25078,110500,STEM,89,0,Buncombe County Schools,2
25091,140309,BMA,3,0,Caldwell County Schools,3
25092,140309,EDUC,2,0,Caldwell County Schools,3
25093,140309,LAW,1,0,Caldwell County Schools,3
25105,34H000,ARCH,5,0,Charter Schools,1
25119,400315,BMA,7,0,Greene County Schools,2
25120,400315,MANU,1,0,Greene County Schools,2
25128,410326,HLTH,2,1,Guilford County Schools,1
25131,410391,STEM,1,1,Guilford County Schools,1
25137,410589,AAVC,7,0,Guilford County Schools,3
25138,410589,ARCH,4,0,Guilford County Schools,3
25139,410589,HOSP,1,0,Guilford County Schools,3
25143,41G000,INFO,1,0,Charter Schools,2
25144,41G000,LAW,2,0,Charter Schools,2
25161,490350,HOSP,1,0,Iredell-Statesville Schools,2
25162,490350,HUMA,4,0,Iredell-Statesville Schools,2
25172,49E000,AAVC,2,0,Charter Schools,3
25173,49E000,INFO,16,0,Charter Schools,3
25174,49E000,STEM,57,0,Charter Schools,3
25185,510325,HLTH,18,0,Johnston County Schools,3
25186,510325,HUMA,1,0,Johnston County Schools,3
25187,510325,INFO,4,0,Johnston County Schools,3
25209,590326,EDUC,1,0,McDowell County Schools,2
25210,590326,LAW,1,0,McDowell County Schools,2
25236,600490,AAVC,2,0,Charlotte-Mecklenburg Schools,8
25237,600490,ARCH,12,0,Charlotte-Mecklenburg Schools,8
25238,600490,BMA,24,0,Charlotte-Mecklenburg Schools,8
25239,600490,HLTH,82,0,Charlotte-Mecklenburg Schools,8
25240,600490,HOSP,109,0,Charlotte-Mecklenburg Schools,8
25241,600490,INFO,1,0,Charlotte-Mecklenburg Schools,8
25242,600490,MANU,13,0,Charlotte-Mecklenburg Schools,8
25243,600490,STEM,70,0,Charlotte-Mecklenburg Schools,8
25267,600594,HUMA,1,0,Charlotte-Mecklenburg Schools,1
25299,660400,FINA,4,0,Northampton County Schools,4
25300,660400,HLTH,1,0,Northampton County Schools,4
25301,660400,LAW,2,0,Northampton County Schools,4
25302,660400,TRAN,1,0,Northampton County Schools,4
25310,740500,ARCH,1,1,Pitt County Schools,5
25311,740500,BMA,3,1,Pitt County Schools,5
25312,740500,INFO,1,1,Pitt County Schools,5
25313,740500,LAW,1,1,Pitt County Schools,5
25314,740500,MANU,2,1,Pitt County Schools,5
25320,750317,BMA,1,0,Polk County Schools,2
25321,750317,HLTH,1,0,Polk County Schools,2
25354,920317,AAVC,29,0,Wake County Schools,8
25355,920317,ARCH,36,0,Wake County Schools,8
25356,920317,BMA,11,0,Wake County Schools,8
25357,920317,HLTH,41,0,Wake County Schools,8
25358,920317,HUMA,11,0,Wake County Schools,8
25359,920317,INFO,95,0,Wake County Schools,8
25360,920317,MRKT,28,0,Wake County Schools,8
25361,920317,STEM,35,0,Wake County Schools,8
25386,920518,AAVC,24,0,Wake County Schools,6
25387,920518,BMA,36,0,Wake County Schools,6
25388,920518,EDUC,7,0,Wake County Schools,6
25389,920518,HOSP,10,0,Wake County Schools,6
25390,920518,HUMA,15,0,Wake County Schools,6
25391,920518,INFO,20,0,Wake County Schools,6
25428,92T000,BMA,5,1,Charter Schools,4
25429,92T000,HLTH,19,1,Charter Schools,4
25430,92T000,HOSP,8,1,Charter Schools,4
25431,92T000,STEM,7,1,Charter Schools,4
25458,950338,AAVC,3,0,Watauga County Schools,7
25459,950338,ARCH,4,0,Watauga County Schools,7
25460,950338,HLTH,2,0,Watauga County Schools,7
25461,950338,HUMA,9,0,Watauga County Schools,7
25462,950338,INFO,1,0,Watauga County Schools,7
25463,950338,MANU,7,0,Watauga County Schools,7
25464,950338,TRAN,9,0,Watauga County Schools,7
25483,960490,ARCH,4,0,Wayne County Public Schools,6
25484,960490,BMA,2,0,Wayne County Public Schools,6
25485,960490,EDUC,1,0,Wayne County Public Schools,6
25486,960490,MANU,2,0,Wayne County Public Schools,6
25487,960490,STEM,3,0,Wayne County Public Schools,6
25488,960490,TRAN,4,0,Wayne County Public Schools,6
25501,98B000,INFO,16,1,Charter Schools,1
25512,050303,BMA,1,0,Ashe County Schools,2
25513,050303,MANU,1,0,Ashe County Schools,2
25516,090376,ARCH,2,0,Bladen County Schools,4
25517,090376,BMA,1,0,Bladen County Schools,4
25518,090376,HLTH,5,0,Bladen County Schools,4
25519,090376,HUMA,2,0,Bladen County Schools,4
25530,130349,ARCH,1,0,Cabarrus County Schools,4
25531,130349,BMA,2,0,Cabarrus County Schools,4
25532,130349,INFO,10,0,Cabarrus County Schools,4
25533,130349,LAW,1,0,Cabarrus County Schools,4
25539,130350,ARCH,1,0,Cabarrus County Schools,4
25540,130350,HUMA,2,0,Cabarrus County Schools,4
25541,130350,INFO,1,0,Cabarrus County Schools,4
25542,130350,LAW,1,0,Cabarrus County Schools,4
25565,290315,EDUC,1,0,Davidson County Schools,3
25566,290315,HLTH,5,0,Davidson County Schools,3
25567,290315,MANU,1,0,Davidson County Schools,3
25579,290349,AGNR,25,0,Davidson County Schools,7
25580,290349,FINA,4,0,Davidson County Schools,7
25581,290349,HLTH,70,0,Davidson County Schools,7
25582,290349,HOSP,7,0,Davidson County Schools,7
25583,290349,LAW,1,0,Davidson County Schools,7
25584,290349,MANU,39,0,Davidson County Schools,7
25585,290349,STEM,10,0,Davidson County Schools,7
25595,39A000,AAVC,16,1,Charter Schools,1
25599,421336,LAW,1,0,Roanoke Rapids City Schools,1
25612,450354,MANU,1,0,Henderson County Schools,1
25623,490307,AAVC,1,0,Iredell-Statesville Schools,4
25624,490307,AGNR,10,0,Iredell-Statesville Schools,4
25625,490307,BMA,4,0,Iredell-Statesville Schools,4
25626,490307,LAW,2,0,Iredell-Statesville Schools,4
25643,520344,AGNR,15,1,Jones County Schools,7
25644,520344,ARCH,13,1,Jones County Schools,7
25645,520344,BMA,4,1,Jones County Schools,7
25646,520344,HLTH,20,1,Jones County Schools,7
25647,520344,HUMA,6,1,Jones County Schools,7
25648,520344,MRKT,10,1,Jones County Schools,7
25649,520344,TRAN,6,1,Jones County Schools,7
25658,550308,AGNR,1,0,Lincoln County Schools,1
25667,600582,AGNR,7,0,Charlotte-Mecklenburg Schools,1
25671,620350,ARCH,1,0,Montgomery County Schools,3
25672,620350,MANU,1,0,Montgomery County Schools,3
25673,620350,TRAN,1,0,Montgomery County Schools,3
25680,640342,HLTH,7,1,Nash County Public Schools,5
25681,640342,HOSP,3,1,Nash County Public Schools,5
25682,640342,INFO,4,1,Nash County Public Schools,5
25683,640342,MANU,6,1,Nash County Public Schools,5
25684,640342,TRAN,5,1,Nash County Public Schools,5
25694,650395,AAVC,2,0,New Hanover County Schools,4
25695,650395,ARCH,3,0,New Hanover County Schools,4
25696,650395,HUMA,1,0,New Hanover County Schools,4
25697,650395,INFO,3,0,New Hanover County Schools,4
25713,68A000,INFO,8,0,Charter Schools,1
25724,730350,BMA,2,0,Person County Schools,5
25725,730350,EDUC,1,0,Person County Schools,5
25726,730350,HUMA,1,0,Person County Schools,5
25727,730350,INFO,11,0,Person County Schools,5
25728,730350,MANU,5,0,Person County Schools,5
25736,760382,AAVC,1,0,Randolph County Schools,4
25737,760382,AGNR,22,0,Randolph County Schools,4
25738,760382,HLTH,6,0,Randolph County Schools,4
25739,760382,INFO,1,0,Randolph County Schools,4
25747,800394,LAW,3,0,Rowan-Salisbury Schools,1
25754,810385,BMA,2,0,Rutherford County Schools,2
25755,810385,MANU,1,0,Rutherford County Schools,2
25765,840366,ARCH,1,0,Stanly County Schools,2
25766,840366,MANU,1,0,Stanly County Schools,2
25770,900367,BMA,1,0,Union County Public Schools,1
25779,90F000,HUMA,1,1,Charter Schools,1
25791,91A000,AGNR,11,1,Charter Schools,2
25792,91A000,HUMA,1,1,Charter Schools,2
25799,920437,AAVC,22,0,Wake County Schools,6
25800,920437,AGNR,14,0,Wake County Schools,6
25801,920437,BMA,1,0,Wake County Schools,6
25802,920437,HLTH,1,0,Wake County Schools,6
25803,920437,HUMA,21,0,Wake County Schools,6
25804,920437,STEM,4,0,Wake County Schools,6
25818,920561,AAVC,30,1,Wake County Schools,6
25819,920561,AGNR,44,1,Wake County Schools,6
25820,920561,ARCH,10,1,Wake County Schools,6
25821,920561,HLTH,39,1,Wake County Schools,6
25822,920561,HOSP,53,1,Wake County Schools,6
25823,920561,HUMA,31,1,Wake County Schools,6
25834,920582,INFO,48,0,Wake County Schools,1
25843,980397,BMA,43,0,Wilson County Schools,2
25844,980397,LAW,2,0,Wilson County Schools,2
25847,01C000,EDUC,1,1,Charter Schools,1
25848,01D000,INFO,1,0,Charter Schools,1
25849,130339,HLTH,28,0,Cabarrus County Schools,4
25850,130339,HUMA,38,0,Cabarrus County Schools,4
25851,130339,STEM,10,0,Cabarrus County Schools,4
25852,130339,TRAN,16,0,Cabarrus County Schools,4
25861,130356,INFO,1,0,Cabarrus County Schools,1
25863,13B000,HUMA,1,1,Charter Schools,1
25864,160343,AAVC,1,0,Carteret County Public Schools,3
25865,160343,ARCH,1,0,Carteret County Public Schools,3
25866,160343,HLTH,1,0,Carteret County Public Schools,3
25870,230323,MANU,1,0,Cleveland County Schools,1
25872,260460,AAVC,1,0,Cumberland County Schools,3
25873,260460,BMA,1,0,Cumberland County Schools,3
25874,260460,LAW,3,0,Cumberland County Schools,3
25878,26B000,EDUC,1,1,Charter Schools,2
25879,26B000,HLTH,1,1,Charter Schools,2
25880,53B000,AAVC,28,1,Charter Schools,1
25881,620356,AGNR,2,0,Montgomery County Schools,8
25882,620356,ARCH,3,0,Montgomery County Schools,8
25883,620356,BMA,1,0,Montgomery County Schools,8
25884,620356,HLTH,28,0,Montgomery County Schools,8
25885,620356,LAW,21,0,Montgomery County Schools,8
25886,620356,MANU,23,0,Montgomery County Schools,8
25887,620356,STEM,1,0,Montgomery County Schools,8
25888,620356,TRAN,2,0,Montgomery County Schools,8
25897,650340,BMA,54,0,New Hanover County Schools,1
25899,670300,BMA,1,0,Onslow County Schools,1
25902,670379,HLTH,13,0,Onslow County Schools,1
25905,700325,BMA,1,0,Pasquotank County Schools,2
25906,700325,MANU,1,0,Pasquotank County Schools,2
25907,860353,HLTH,4,0,Surry County Schools,3
25908,860353,HUMA,1,0,Surry County Schools,3
25909,860353,STEM,1,0,Surry County Schools,3
25915,910369,HLTH,1,0,Vance County Schools,3
25916,910369,HOSP,1,0,Vance County Schools,3
25917,910369,HUMA,6,0,Vance County Schools,3
25918,96F000,AGNR,3,1,Charter Schools,2
25919,96F000,HLTH,9,1,Charter Schools,2
25922,98A000,HLTH,9,1,Charter Schools,1
