,agency_code,career_cluster,num_concentrators,Title I Served School,District Name
12480,500340,HOSP,3,0,Jackson County Schools
12481,500340,HUMA,2,0,Jackson County Schools
12482,500340,LAW,1,0,Jackson County Schools
12483,500340,MANU,7,0,Jackson County Schools
12484,500340,STEM,7,0,Jackson County Schools
12485,500340,TRAN,2,0,Jackson County Schools
12547,510324,AAVC,32,0,Johnston County Schools
12548,510324,AGNR,89,0,Johnston County Schools
12549,510324,ARCH,26,0,Johnston County Schools
12550,510324,BMA,11,0,Johnston County Schools
12551,510324,HLTH,66,0,Johnston County Schools
12552,510324,HOSP,22,0,Johnston County Schools
12553,510324,HUMA,45,0,Johnston County Schools
12554,510324,INFO,2,0,Johnston County Schools
12555,510324,LAW,16,0,Johnston County Schools
12556,510324,STEM,16,0,Johnston County Schools
12615,510327,AAVC,9,0,Johnston County Schools
12616,510327,AGNR,44,0,Johnston County Schools
12617,510327,ARCH,34,0,Johnston County Schools
12618,510327,BMA,21,0,Johnston County Schools
12619,510327,HLTH,64,0,Johnston County Schools
12620,510327,HOSP,7,0,Johnston County Schools
12621,510327,HUMA,43,0,Johnston County Schools
12622,510327,LAW,1,0,Johnston County Schools
12623,510327,STEM,7,0,Johnston County Schools
12624,510327,TRAN,25,0,Johnston County Schools
12685,510333,AAVC,31,0,Johnston County Schools
12686,510333,AGNR,66,0,Johnston County Schools
12687,510333,ARCH,6,0,Johnston County Schools
12688,510333,BMA,1,0,Johnston County Schools
12689,510333,HLTH,99,0,Johnston County Schools
12690,510333,HOSP,21,0,Johnston County Schools
12691,510333,HUMA,35,0,Johnston County Schools
12692,510333,LAW,2,0,Johnston County Schools
12693,510333,MRKT,23,0,Johnston County Schools
12694,510333,TRAN,14,0,Johnston County Schools
12727,510367,AGNR,1,0,Johnston County Schools
12728,510367,BMA,4,0,Johnston County Schools
12775,510368,AGNR,66,0,Johnston County Schools
12776,510368,ARCH,1,0,Johnston County Schools
12777,510368,HLTH,24,0,Johnston County Schools
12778,510368,HOSP,5,0,Johnston County Schools
12779,510368,HUMA,7,0,Johnston County Schools
12780,510368,MRKT,14,0,Johnston County Schools
12781,510368,TRAN,1,0,Johnston County Schools
12829,510376,AGNR,46,0,Johnston County Schools
12830,510376,BMA,1,0,Johnston County Schools
12831,510376,HLTH,40,0,Johnston County Schools
12832,510376,HUMA,38,0,Johnston County Schools
12833,510376,LAW,4,0,Johnston County Schools
12834,510376,TRAN,6,0,Johnston County Schools
12889,510399,ARCH,9,1,Johnston County Schools
12890,510399,HLTH,19,1,Johnston County Schools
12891,510399,HOSP,1,1,Johnston County Schools
12892,510399,HUMA,77,1,Johnston County Schools
12893,510399,LAW,7,1,Johnston County Schools
12894,510399,STEM,13,1,Johnston County Schools
12895,510399,TRAN,1,1,Johnston County Schools
12947,510402,AAVC,13,0,Johnston County Schools
12948,510402,AGNR,91,0,Johnston County Schools
12949,510402,ARCH,1,0,Johnston County Schools
12950,510402,HLTH,65,0,Johnston County Schools
12951,510402,HUMA,38,0,Johnston County Schools
13012,510406,AGNR,67,0,Johnston County Schools
13013,510406,ARCH,40,0,Johnston County Schools
13014,510406,FINA,5,0,Johnston County Schools
13015,510406,HLTH,49,0,Johnston County Schools
13016,510406,HOSP,26,0,Johnston County Schools
13017,510406,HUMA,24,0,Johnston County Schools
13018,510406,INFO,6,0,Johnston County Schools
13019,510406,LAW,1,0,Johnston County Schools
13081,530335,AAVC,1,0,Lee County Schools
13082,530335,BMA,12,0,Lee County Schools
13083,530335,FINA,1,0,Lee County Schools
13084,530335,HLTH,1,0,Lee County Schools
13085,530335,HOSP,1,0,Lee County Schools
13086,530335,HUMA,1,0,Lee County Schools
13087,530335,INFO,2,0,Lee County Schools
13088,530335,MANU,4,0,Lee County Schools
13154,530336,AAVC,22,0,Lee County Schools
13155,530336,AGNR,13,0,Lee County Schools
13156,530336,ARCH,35,0,Lee County Schools
13157,530336,HLTH,26,0,Lee County Schools
13158,530336,HOSP,7,0,Lee County Schools
13159,530336,HUMA,36,0,Lee County Schools
13160,530336,MANU,14,0,Lee County Schools
13161,530336,STEM,31,0,Lee County Schools
13162,530336,TRAN,4,0,Lee County Schools
13224,530343,AGNR,5,0,Lee County Schools
13225,530343,ARCH,24,0,Lee County Schools
13226,530343,HLTH,23,0,Lee County Schools
13227,530343,HOSP,14,0,Lee County Schools
13228,530343,HUMA,12,0,Lee County Schools
13229,530343,LAW,1,0,Lee County Schools
13230,530343,MANU,8,0,Lee County Schools
13231,530343,STEM,40,0,Lee County Schools
13286,540315,ARCH,7,1,Lenoir County Public Schools
13287,540315,HLTH,9,1,Lenoir County Public Schools
13288,540315,HOSP,32,1,Lenoir County Public Schools
13289,540315,HUMA,45,1,Lenoir County Public Schools
13290,540315,MANU,1,1,Lenoir County Public Schools
13291,540315,STEM,20,1,Lenoir County Public Schools
13292,540315,TRAN,7,1,Lenoir County Public Schools
13323,540317,AAVC,1,0,Lenoir County Public Schools
13324,540317,BMA,2,0,Lenoir County Public Schools
13325,540317,HUMA,1,0,Lenoir County Public Schools
13326,540317,TRAN,2,0,Lenoir County Public Schools
13382,540324,AAVC,2,1,Lenoir County Public Schools
13383,540324,AGNR,54,1,Lenoir County Public Schools
13384,540324,ARCH,25,1,Lenoir County Public Schools
13385,540324,BMA,1,1,Lenoir County Public Schools
13386,540324,HLTH,25,1,Lenoir County Public Schools
13387,540324,HOSP,9,1,Lenoir County Public Schools
13388,540324,HUMA,21,1,Lenoir County Public Schools
13389,540324,INFO,6,1,Lenoir County Public Schools
13390,540324,MANU,2,1,Lenoir County Public Schools
13445,540336,AGNR,31,1,Lenoir County Public Schools
13446,540336,ARCH,19,1,Lenoir County Public Schools
13447,540336,HLTH,43,1,Lenoir County Public Schools
13448,540336,HUMA,29,1,Lenoir County Public Schools
13449,540336,INFO,2,1,Lenoir County Public Schools
13450,540336,MANU,4,1,Lenoir County Public Schools
13451,540336,STEM,20,1,Lenoir County Public Schools
13452,540336,TRAN,8,1,Lenoir County Public Schools
13513,550320,AAVC,7,0,Lincoln County Schools
13514,550320,ARCH,6,0,Lincoln County Schools
13515,550320,HLTH,28,0,Lincoln County Schools
13516,550320,HOSP,8,0,Lincoln County Schools
13517,550320,HUMA,21,0,Lincoln County Schools
13518,550320,INFO,1,0,Lincoln County Schools
13519,550320,LAW,1,0,Lincoln County Schools
13520,550320,MANU,12,0,Lincoln County Schools
13521,550320,STEM,2,0,Lincoln County Schools
13522,550320,TRAN,4,0,Lincoln County Schools
13583,550332,AAVC,5,0,Lincoln County Schools
13584,550332,ARCH,3,0,Lincoln County Schools
13585,550332,HLTH,29,0,Lincoln County Schools
13586,550332,HOSP,14,0,Lincoln County Schools
13587,550332,HUMA,8,0,Lincoln County Schools
13588,550332,LAW,2,0,Lincoln County Schools
13589,550332,MANU,14,0,Lincoln County Schools
13590,550332,STEM,2,0,Lincoln County Schools
13591,550332,TRAN,3,0,Lincoln County Schools
13653,550344,AAVC,5,0,Lincoln County Schools
13654,550344,ARCH,13,0,Lincoln County Schools
13655,550344,FINA,3,0,Lincoln County Schools
13656,550344,HLTH,30,0,Lincoln County Schools
13657,550344,HOSP,30,0,Lincoln County Schools
13658,550344,HUMA,20,0,Lincoln County Schools
13659,550344,INFO,4,0,Lincoln County Schools
13660,550344,LAW,11,0,Lincoln County Schools
13661,550344,MANU,46,0,Lincoln County Schools
13662,550344,STEM,9,0,Lincoln County Schools
13663,550344,TRAN,2,0,Lincoln County Schools
13722,550368,AAVC,7,0,Lincoln County Schools
13723,550368,AGNR,20,0,Lincoln County Schools
13724,550368,ARCH,10,0,Lincoln County Schools
13725,550368,HLTH,26,0,Lincoln County Schools
13726,550368,HUMA,19,0,Lincoln County Schools
13727,550368,INFO,2,0,Lincoln County Schools
13728,550368,MANU,30,0,Lincoln County Schools
13729,550368,STEM,5,0,Lincoln County Schools
13730,550368,TRAN,4,0,Lincoln County Schools
13802,560320,AAVC,8,0,Macon County Schools
13803,560320,AGNR,23,0,Macon County Schools
13804,560320,BMA,3,0,Macon County Schools
13805,560320,HLTH,13,0,Macon County Schools
13806,560320,HUMA,54,0,Macon County Schools
13807,560320,MANU,11,0,Macon County Schools
13845,560324,AAVC,3,1,Macon County Schools
13846,560324,ARCH,4,1,Macon County Schools
13847,560324,HLTH,5,1,Macon County Schools
13848,560324,HOSP,2,1,Macon County Schools
13849,560324,HUMA,14,1,Macon County Schools
13850,560324,STEM,5,1,Macon County Schools
13881,560332,MANU,11,1,Macon County Schools
13940,570317,HOSP,2,0,Madison County Schools
13941,570317,HUMA,1,0,Madison County Schools
13942,570317,INFO,2,0,Madison County Schools
13943,570317,LAW,1,0,Madison County Schools
13944,570317,MANU,6,0,Madison County Schools
13992,570318,AGNR,16,0,Madison County Schools
13993,570318,ARCH,32,0,Madison County Schools
13994,570318,HLTH,32,0,Madison County Schools
13995,570318,HUMA,26,0,Madison County Schools
13996,570318,INFO,4,0,Madison County Schools
13997,570318,MANU,23,0,Madison County Schools
13998,570318,STEM,4,0,Madison County Schools
13999,570318,TRAN,2,0,Madison County Schools
14037,580344,AGNR,5,1,Martin County Schools
14038,580344,ARCH,1,1,Martin County Schools
14039,580344,HLTH,5,1,Martin County Schools
14040,580344,HUMA,23,1,Martin County Schools
14041,580344,TRAN,1,1,Martin County Schools
14075,580368,AGNR,7,1,Martin County Schools
14076,580368,HLTH,13,1,Martin County Schools
14077,580368,HUMA,31,1,Martin County Schools
14111,58B000,AGNR,10,1,Charter Schools
14112,58B000,ARCH,8,1,Charter Schools
14113,58B000,HLTH,2,1,Charter Schools
14114,58B000,STEM,4,1,Charter Schools
14149,590328,BMA,5,0,McDowell County Schools
14150,590328,EDUC,3,0,McDowell County Schools
14151,590328,MANU,2,0,McDowell County Schools
14152,590328,TRAN,3,0,McDowell County Schools
14209,590330,AAVC,44,0,McDowell County Schools
14210,590330,AGNR,9,0,McDowell County Schools
14211,590330,ARCH,18,0,McDowell County Schools
14212,590330,EDUC,1,0,McDowell County Schools
14213,590330,HLTH,34,0,McDowell County Schools
14214,590330,HOSP,23,0,McDowell County Schools
14215,590330,HUMA,14,0,McDowell County Schools
14216,590330,LAW,31,0,McDowell County Schools
14217,590330,MANU,34,0,McDowell County Schools
14218,590330,STEM,1,0,McDowell County Schools
14219,590330,TRAN,7,0,McDowell County Schools
14290,600302,ARCH,70,0,Charlotte-Mecklenburg Schools
14291,600302,FINA,22,0,Charlotte-Mecklenburg Schools
14292,600302,HLTH,15,0,Charlotte-Mecklenburg Schools
14293,600302,HOSP,258,0,Charlotte-Mecklenburg Schools
14294,600302,INFO,72,0,Charlotte-Mecklenburg Schools
14295,600302,MRKT,1,0,Charlotte-Mecklenburg Schools
14296,600302,STEM,11,0,Charlotte-Mecklenburg Schools
14350,600312,ARCH,35,0,Charlotte-Mecklenburg Schools
14351,600312,FINA,25,0,Charlotte-Mecklenburg Schools
14352,600312,HOSP,81,0,Charlotte-Mecklenburg Schools
14353,600312,INFO,28,0,Charlotte-Mecklenburg Schools
14354,600312,MRKT,8,0,Charlotte-Mecklenburg Schools
14355,600312,STEM,37,0,Charlotte-Mecklenburg Schools
14402,600334,ARCH,1,0,Charlotte-Mecklenburg Schools
14403,600334,BMA,1,0,Charlotte-Mecklenburg Schools
14404,600334,EDUC,1,0,Charlotte-Mecklenburg Schools
14405,600334,INFO,2,0,Charlotte-Mecklenburg Schools
14406,600334,MRKT,1,0,Charlotte-Mecklenburg Schools
14429,600341,BMA,8,1,Charlotte-Mecklenburg Schools
14430,600341,INFO,1,1,Charlotte-Mecklenburg Schools
14431,600341,MRKT,12,1,Charlotte-Mecklenburg Schools
14481,600361,AAVC,19,0,Charlotte-Mecklenburg Schools
14482,600361,ARCH,59,0,Charlotte-Mecklenburg Schools
14483,600361,FINA,7,0,Charlotte-Mecklenburg Schools
14484,600361,HLTH,66,0,Charlotte-Mecklenburg Schools
14485,600361,HOSP,21,0,Charlotte-Mecklenburg Schools
14486,600361,LAW,1,0,Charlotte-Mecklenburg Schools
14487,600361,MRKT,13,0,Charlotte-Mecklenburg Schools
14514,600364,LAW,76,1,Charlotte-Mecklenburg Schools
14553,600377,HLTH,22,0,Charlotte-Mecklenburg Schools
14554,600377,HOSP,11,0,Charlotte-Mecklenburg Schools
14555,600377,HUMA,11,0,Charlotte-Mecklenburg Schools
14556,600377,INFO,6,0,Charlotte-Mecklenburg Schools
14557,600377,MRKT,42,0,Charlotte-Mecklenburg Schools
14558,600377,STEM,28,0,Charlotte-Mecklenburg Schools
14559,600377,TRAN,7,0,Charlotte-Mecklenburg Schools
14586,600386,HLTH,62,0,Charlotte-Mecklenburg Schools
14632,600397,AAVC,20,1,Charlotte-Mecklenburg Schools
14633,600397,AGNR,2,1,Charlotte-Mecklenburg Schools
14634,600397,HLTH,10,1,Charlotte-Mecklenburg Schools
14635,600397,HOSP,10,1,Charlotte-Mecklenburg Schools
14636,600397,INFO,2,1,Charlotte-Mecklenburg Schools
14637,600397,MRKT,24,1,Charlotte-Mecklenburg Schools
14689,600405,AAVC,23,1,Charlotte-Mecklenburg Schools
14690,600405,ARCH,16,1,Charlotte-Mecklenburg Schools
14691,600405,BMA,3,1,Charlotte-Mecklenburg Schools
14692,600405,INFO,17,1,Charlotte-Mecklenburg Schools
14693,600405,MRKT,97,1,Charlotte-Mecklenburg Schools
14694,600405,TRAN,17,1,Charlotte-Mecklenburg Schools
14743,600415,AAVC,19,0,Charlotte-Mecklenburg Schools
14744,600415,HLTH,26,0,Charlotte-Mecklenburg Schools
14745,600415,HUMA,6,0,Charlotte-Mecklenburg Schools
14746,600415,INFO,12,0,Charlotte-Mecklenburg Schools
14747,600415,LAW,1,0,Charlotte-Mecklenburg Schools
14748,600415,MRKT,18,0,Charlotte-Mecklenburg Schools
14749,600415,STEM,46,0,Charlotte-Mecklenburg Schools
14801,600426,AAVC,14,0,Charlotte-Mecklenburg Schools
14802,600426,ARCH,56,0,Charlotte-Mecklenburg Schools
14803,600426,HLTH,29,0,Charlotte-Mecklenburg Schools
14804,600426,HOSP,65,0,Charlotte-Mecklenburg Schools
14805,600426,INFO,2,0,Charlotte-Mecklenburg Schools
14806,600426,MRKT,4,0,Charlotte-Mecklenburg Schools
14807,600426,STEM,32,0,Charlotte-Mecklenburg Schools
14808,600426,TRAN,8,0,Charlotte-Mecklenburg Schools
14844,600439,HOSP,1,1,Charlotte-Mecklenburg Schools
14883,600443,AAVC,1,0,Charlotte-Mecklenburg Schools
14884,600443,BMA,3,0,Charlotte-Mecklenburg Schools
14885,600443,HUMA,1,0,Charlotte-Mecklenburg Schools
14886,600443,INFO,1,0,Charlotte-Mecklenburg Schools
14931,600445,AAVC,24,0,Charlotte-Mecklenburg Schools
14932,600445,ARCH,7,0,Charlotte-Mecklenburg Schools
14933,600445,BMA,10,0,Charlotte-Mecklenburg Schools
14934,600445,HLTH,49,0,Charlotte-Mecklenburg Schools
14935,600445,HOSP,119,0,Charlotte-Mecklenburg Schools
14936,600445,INFO,15,0,Charlotte-Mecklenburg Schools
14937,600445,LAW,1,0,Charlotte-Mecklenburg Schools
14938,600445,MRKT,44,0,Charlotte-Mecklenburg Schools
14939,600445,STEM,40,0,Charlotte-Mecklenburg Schools
14993,600457,AAVC,66,0,Charlotte-Mecklenburg Schools
14994,600457,INFO,60,0,Charlotte-Mecklenburg Schools
14995,600457,MRKT,72,0,Charlotte-Mecklenburg Schools
15042,600466,ARCH,29,0,Charlotte-Mecklenburg Schools
15043,600466,HLTH,19,0,Charlotte-Mecklenburg Schools
15044,600466,HOSP,93,0,Charlotte-Mecklenburg Schools
15045,600466,INFO,19,0,Charlotte-Mecklenburg Schools
15046,600466,MRKT,28,0,Charlotte-Mecklenburg Schools
15047,600466,STEM,71,0,Charlotte-Mecklenburg Schools
15048,600466,TRAN,12,0,Charlotte-Mecklenburg Schools
15099,600480,AAVC,3,0,Charlotte-Mecklenburg Schools
15100,600480,FINA,10,0,Charlotte-Mecklenburg Schools
15101,600480,HOSP,34,0,Charlotte-Mecklenburg Schools
15102,600480,HUMA,15,0,Charlotte-Mecklenburg Schools
15103,600480,LAW,1,0,Charlotte-Mecklenburg Schools
15104,600480,MRKT,2,0,Charlotte-Mecklenburg Schools
15105,600480,TRAN,9,0,Charlotte-Mecklenburg Schools
15145,600496,AAVC,68,0,Charlotte-Mecklenburg Schools
15146,600496,ARCH,6,0,Charlotte-Mecklenburg Schools
15147,600496,HLTH,86,0,Charlotte-Mecklenburg Schools
15148,600496,INFO,43,0,Charlotte-Mecklenburg Schools
15149,600496,MRKT,1,0,Charlotte-Mecklenburg Schools
15150,600496,STEM,88,0,Charlotte-Mecklenburg Schools
15182,600498,BMA,1,1,Charlotte-Mecklenburg Schools
15183,600498,HOSP,15,1,Charlotte-Mecklenburg Schools
15230,600508,AGNR,40,0,Charlotte-Mecklenburg Schools
15231,600508,ARCH,38,0,Charlotte-Mecklenburg Schools
15232,600508,FINA,17,0,Charlotte-Mecklenburg Schools
15233,600508,HLTH,43,0,Charlotte-Mecklenburg Schools
15234,600508,INFO,10,0,Charlotte-Mecklenburg Schools
15235,600508,LAW,1,0,Charlotte-Mecklenburg Schools
15236,600508,MRKT,44,0,Charlotte-Mecklenburg Schools
15237,600508,STEM,44,0,Charlotte-Mecklenburg Schools
15238,600508,TRAN,9,0,Charlotte-Mecklenburg Schools
15296,600535,AAVC,17,0,Charlotte-Mecklenburg Schools
15297,600535,ARCH,2,0,Charlotte-Mecklenburg Schools
15298,600535,BMA,8,0,Charlotte-Mecklenburg Schools
15299,600535,FINA,12,0,Charlotte-Mecklenburg Schools
15300,600535,HLTH,20,0,Charlotte-Mecklenburg Schools
15301,600535,HOSP,91,0,Charlotte-Mecklenburg Schools
15302,600535,MRKT,26,0,Charlotte-Mecklenburg Schools
15303,600535,STEM,6,0,Charlotte-Mecklenburg Schools
15304,600535,TRAN,18,0,Charlotte-Mecklenburg Schools
15317,600567,STEM,66,0,Charlotte-Mecklenburg Schools
15360,600576,AAVC,6,1,Charlotte-Mecklenburg Schools
15361,600576,ARCH,9,1,Charlotte-Mecklenburg Schools
15362,600576,BMA,1,1,Charlotte-Mecklenburg Schools
15363,600576,HLTH,7,1,Charlotte-Mecklenburg Schools
15364,600576,HOSP,7,1,Charlotte-Mecklenburg Schools
15365,600576,HUMA,3,1,Charlotte-Mecklenburg Schools
15366,600576,INFO,1,1,Charlotte-Mecklenburg Schools
15367,600576,MRKT,29,1,Charlotte-Mecklenburg Schools
15416,600579,AAVC,20,1,Charlotte-Mecklenburg Schools
15417,600579,ARCH,12,1,Charlotte-Mecklenburg Schools
15418,600579,HOSP,51,1,Charlotte-Mecklenburg Schools
15419,600579,HUMA,12,1,Charlotte-Mecklenburg Schools
15420,600579,INFO,3,1,Charlotte-Mecklenburg Schools
15421,600579,LAW,1,1,Charlotte-Mecklenburg Schools
15422,600579,MRKT,16,1,Charlotte-Mecklenburg Schools
15474,600592,AAVC,5,1,Charlotte-Mecklenburg Schools
15475,600592,HLTH,15,1,Charlotte-Mecklenburg Schools
15476,600592,MRKT,189,1,Charlotte-Mecklenburg Schools
15516,60G000,INFO,1,1,Charter Schools
15592,610332,HLTH,2,0,Mitchell County Schools
15593,610332,HUMA,4,0,Mitchell County Schools
15594,610332,LAW,2,0,Mitchell County Schools
15595,610332,MANU,1,0,Mitchell County Schools
15649,610334,AGNR,7,0,Mitchell County Schools
15650,610334,ARCH,5,0,Mitchell County Schools
15651,610334,BMA,2,0,Mitchell County Schools
15652,610334,FINA,8,0,Mitchell County Schools
15653,610334,HLTH,32,0,Mitchell County Schools
15654,610334,HUMA,33,0,Mitchell County Schools
15655,610334,MANU,6,0,Mitchell County Schools
15656,610334,STEM,15,0,Mitchell County Schools
15657,610334,TRAN,3,0,Mitchell County Schools
15695,620310,ARCH,1,0,Montgomery County Schools
15696,620310,LAW,1,0,Montgomery County Schools
15697,620310,TRAN,1,0,Montgomery County Schools
15732,630332,AGNR,34,0,Moore County Schools
15733,630332,HLTH,43,0,Moore County Schools
15734,630332,HUMA,16,0,Moore County Schools
15735,630332,TRAN,18,0,Moore County Schools
15794,630336,AAVC,7,0,Moore County Schools
15795,630336,AGNR,47,0,Moore County Schools
15796,630336,ARCH,31,0,Moore County Schools
15797,630336,HLTH,55,0,Moore County Schools
15798,630336,HOSP,26,0,Moore County Schools
15799,630336,HUMA,44,0,Moore County Schools
15800,630336,INFO,13,0,Moore County Schools
15801,630336,STEM,10,0,Moore County Schools
15802,630336,TRAN,12,0,Moore County Schools
15858,630360,AAVC,23,0,Moore County Schools
15859,630360,AGNR,16,0,Moore County Schools
15860,630360,ARCH,3,0,Moore County Schools
15861,630360,BMA,4,0,Moore County Schools
15862,630360,HLTH,31,0,Moore County Schools
15863,630360,HOSP,17,0,Moore County Schools
15864,630360,HUMA,30,0,Moore County Schools
15865,630360,INFO,1,0,Moore County Schools
15866,630360,STEM,14,0,Moore County Schools
15867,630360,TRAN,9,0,Moore County Schools
15924,640346,AAVC,1,0,Nash County Public Schools
15925,640346,ARCH,5,0,Nash County Public Schools
15926,640346,HLTH,26,0,Nash County Public Schools
15927,640346,HOSP,11,0,Nash County Public Schools
15928,640346,HUMA,52,0,Nash County Public Schools
15929,640346,LAW,8,0,Nash County Public Schools
15930,640346,TRAN,17,0,Nash County Public Schools
15959,640347,BMA,2,0,Nash County Public Schools
15960,640347,INFO,1,0,Nash County Public Schools
15961,640347,MANU,1,0,Nash County Public Schools
16011,640350,ARCH,65,0,Nash County Public Schools
16012,640350,HLTH,27,0,Nash County Public Schools
16013,640350,HOSP,12,0,Nash County Public Schools
16014,640350,HUMA,66,0,Nash County Public Schools
16015,640350,INFO,5,0,Nash County Public Schools
16016,640350,MANU,2,0,Nash County Public Schools
16017,640350,MRKT,6,0,Nash County Public Schools
16079,640361,AAVC,6,0,Nash County Public Schools
16080,640361,ARCH,7,0,Nash County Public Schools
16081,640361,EDUC,6,0,Nash County Public Schools
16082,640361,HLTH,21,0,Nash County Public Schools
16083,640361,HOSP,9,0,Nash County Public Schools
16084,640361,HUMA,54,0,Nash County Public Schools
16085,640361,LAW,12,0,Nash County Public Schools
16086,640361,STEM,21,0,Nash County Public Schools
16132,640364,AGNR,60,0,Nash County Public Schools
16133,640364,BMA,4,0,Nash County Public Schools
16134,640364,HLTH,30,0,Nash County Public Schools
16135,640364,HUMA,22,0,Nash County Public Schools
16136,640364,INFO,1,0,Nash County Public Schools
16137,640364,LAW,6,0,Nash County Public Schools
16138,640364,TRAN,4,0,Nash County Public Schools
16191,650326,AAVC,13,0,New Hanover County Schools
16192,650326,ARCH,13,0,New Hanover County Schools
16193,650326,BMA,1,0,New Hanover County Schools
16194,650326,HLTH,55,0,New Hanover County Schools
16195,650326,HOSP,14,0,New Hanover County Schools
16196,650326,HUMA,26,0,New Hanover County Schools
16197,650326,INFO,1,0,New Hanover County Schools
16198,650326,STEM,23,0,New Hanover County Schools
16251,650327,AAVC,71,0,New Hanover County Schools
16252,650327,ARCH,11,0,New Hanover County Schools
16253,650327,HLTH,40,0,New Hanover County Schools
16254,650327,HOSP,9,0,New Hanover County Schools
16255,650327,HUMA,9,0,New Hanover County Schools
16256,650327,INFO,3,0,New Hanover County Schools
16257,650327,STEM,33,0,New Hanover County Schools
16314,650342,AAVC,27,0,New Hanover County Schools
16315,650342,AGNR,16,0,New Hanover County Schools
16316,650342,ARCH,3,0,New Hanover County Schools
16317,650342,BMA,1,0,New Hanover County Schools
16318,650342,HLTH,33,0,New Hanover County Schools
16319,650342,HUMA,9,0,New Hanover County Schools
16320,650342,INFO,4,0,New Hanover County Schools
16321,650342,STEM,24,0,New Hanover County Schools
16375,650352,AAVC,14,0,New Hanover County Schools
16376,650352,ARCH,16,0,New Hanover County Schools
16377,650352,HLTH,5,0,New Hanover County Schools
16378,650352,HUMA,10,0,New Hanover County Schools
16379,650352,INFO,1,0,New Hanover County Schools
16380,650352,LAW,4,0,New Hanover County Schools
16381,650352,STEM,30,0,New Hanover County Schools
16382,650352,TRAN,1,0,New Hanover County Schools
16418,650394,AAVC,1,0,New Hanover County Schools
16419,650394,AGNR,1,0,New Hanover County Schools
16420,650394,EDUC,1,0,New Hanover County Schools
16421,650394,HOSP,2,0,New Hanover County Schools
16422,650394,INFO,4,0,New Hanover County Schools
16423,650394,LAW,1,0,New Hanover County Schools
16424,650394,MANU,1,0,New Hanover County Schools
16470,660336,AGNR,20,1,Northampton County Schools
16471,660336,HOSP,12,1,Northampton County Schools
16472,660336,HUMA,8,1,Northampton County Schools
16473,660336,INFO,20,1,Northampton County Schools
16493,66A000,INFO,1,1,Charter Schools
16533,670320,AAVC,6,0,Onslow County Schools
16534,670320,ARCH,26,0,Onslow County Schools
16535,670320,HLTH,1,0,Onslow County Schools
16536,670320,HUMA,52,0,Onslow County Schools
16537,670320,MANU,4,0,Onslow County Schools
16538,670320,TRAN,1,0,Onslow County Schools
16591,670324,AAVC,6,0,Onslow County Schools
16592,670324,AGNR,18,0,Onslow County Schools
16593,670324,ARCH,33,0,Onslow County Schools
16594,670324,HLTH,51,0,Onslow County Schools
16595,670324,HOSP,1,0,Onslow County Schools
16596,670324,HUMA,62,0,Onslow County Schools
16597,670324,MANU,7,0,Onslow County Schools
16598,670324,MRKT,1,0,Onslow County Schools
16599,670324,STEM,2,0,Onslow County Schools
16600,670324,TRAN,1,0,Onslow County Schools
16650,670333,AAVC,19,0,Onslow County Schools
16651,670333,HLTH,48,0,Onslow County Schools
16652,670333,HOSP,3,0,Onslow County Schools
16653,670333,HUMA,40,0,Onslow County Schools
16654,670333,INFO,17,0,Onslow County Schools
16655,670333,MANU,4,0,Onslow County Schools
16656,670333,STEM,20,0,Onslow County Schools
16657,670333,TRAN,2,0,Onslow County Schools
16708,670340,AAVC,11,0,Onslow County Schools
16709,670340,AGNR,58,0,Onslow County Schools
16710,670340,ARCH,27,0,Onslow County Schools
16711,670340,HLTH,54,0,Onslow County Schools
16712,670340,HUMA,45,0,Onslow County Schools
16713,670340,MANU,11,0,Onslow County Schools
16714,670340,STEM,6,0,Onslow County Schools
16715,670340,TRAN,1,0,Onslow County Schools
16768,670344,AAVC,5,0,Onslow County Schools
16769,670344,ARCH,21,0,Onslow County Schools
16770,670344,HLTH,1,0,Onslow County Schools
16771,670344,HUMA,57,0,Onslow County Schools
16772,670344,LAW,30,0,Onslow County Schools
16773,670344,MANU,15,0,Onslow County Schools
16774,670344,TRAN,2,0,Onslow County Schools
16831,670352,AAVC,16,0,Onslow County Schools
16832,670352,AGNR,39,0,Onslow County Schools
16833,670352,ARCH,31,0,Onslow County Schools
16834,670352,HLTH,41,0,Onslow County Schools
16835,670352,HOSP,11,0,Onslow County Schools
16836,670352,HUMA,38,0,Onslow County Schools
16837,670352,MANU,19,0,Onslow County Schools
16838,670352,STEM,11,0,Onslow County Schools
16839,670352,TRAN,1,0,Onslow County Schools
16888,670364,AAVC,5,0,Onslow County Schools
16889,670364,AGNR,13,0,Onslow County Schools
16890,670364,ARCH,23,0,Onslow County Schools
16891,670364,HLTH,2,0,Onslow County Schools
16892,670364,HUMA,18,0,Onslow County Schools
16893,670364,MANU,1,0,Onslow County Schools
16894,670364,STEM,12,0,Onslow County Schools
16948,680310,AAVC,33,0,Orange County Schools
16949,680310,AGNR,13,0,Orange County Schools
16950,680310,ARCH,28,0,Orange County Schools
16951,680310,HLTH,13,0,Orange County Schools
16952,680310,HUMA,25,0,Orange County Schools
16953,680310,INFO,2,0,Orange County Schools
16954,680310,LAW,23,0,Orange County Schools
16955,680310,MANU,20,0,Orange County Schools
17015,680332,AAVC,12,0,Orange County Schools
17016,680332,AGNR,67,0,Orange County Schools
17017,680332,ARCH,19,0,Orange County Schools
17018,680332,FINA,12,0,Orange County Schools
